,Autor,Biografia,Novelas,link,Foto
38,Alcides Nogueira,"Alcides Nogueira Pinto nasceu em Botucatu, São Paulo, em 28 de outubro de 1949, filho de família tradicional, sendo o pai médico e também escritor. Tide, como é conhecido, cresceu entre livros e aprendeu a ler e escrever antes mesmo de entrar na escola. Seu sonho era ser diplomata, mas acabou formado em Direito, com pós-graduação em Direito Autoral.
Em 1977, escreveu sua primeira peça, “A Farsa da Noiva Bombardeada”, espetáculo que ficou um mês em cartaz e foi censurado. Em 1981, veio o primeiro sucesso, “Lua de Cetim”, que recebeu 16 prêmios. O sucesso maior nos palcos foi “Feliz Ano Velho”, baseado no livro de Marcelo Rubens Paiva, com apresentações no exterior, inclusive, e 28 prêmios.
Para a TV, Tide começou escrevendo programas educativos e episódios das séries Joana e Caso Verdade. Após colaborar com Walther Negrão na novela Livre para Voar (1984-1985), fez sua estreia como autor solo com De Quina Pra Lua (1985-1986). Continuou colaborando com vários autores em novelas de sucesso, como Direito de Amar (1987), O Salvador da Pátria (1989), Rainha da Sucata (1990) e A Próxima Vítima (1995).
Em 2011, com a parceria de Geraldo Carneiro, reeditou com êxito a novela O Astro, de Janete Clair, que inaugurou um novo horário de novelas na Globo: o das 23 horas.
",Direito de Amar,http://teledramaturgia.com.br/direito-de-amar/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/alcidesnogueira.jpg
39,Alcides Nogueira,"Alcides Nogueira Pinto nasceu em Botucatu, São Paulo, em 28 de outubro de 1949, filho de família tradicional, sendo o pai médico e também escritor. Tide, como é conhecido, cresceu entre livros e aprendeu a ler e escrever antes mesmo de entrar na escola. Seu sonho era ser diplomata, mas acabou formado em Direito, com pós-graduação em Direito Autoral.
Em 1977, escreveu sua primeira peça, “A Farsa da Noiva Bombardeada”, espetáculo que ficou um mês em cartaz e foi censurado. Em 1981, veio o primeiro sucesso, “Lua de Cetim”, que recebeu 16 prêmios. O sucesso maior nos palcos foi “Feliz Ano Velho”, baseado no livro de Marcelo Rubens Paiva, com apresentações no exterior, inclusive, e 28 prêmios.
Para a TV, Tide começou escrevendo programas educativos e episódios das séries Joana e Caso Verdade. Após colaborar com Walther Negrão na novela Livre para Voar (1984-1985), fez sua estreia como autor solo com De Quina Pra Lua (1985-1986). Continuou colaborando com vários autores em novelas de sucesso, como Direito de Amar (1987), O Salvador da Pátria (1989), Rainha da Sucata (1990) e A Próxima Vítima (1995).
Em 2011, com a parceria de Geraldo Carneiro, reeditou com êxito a novela O Astro, de Janete Clair, que inaugurou um novo horário de novelas na Globo: o das 23 horas.
",O Salvador da Pátria,http://teledramaturgia.com.br/o-salvador-da-patria/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/alcidesnogueira.jpg
40,Alcides Nogueira,"Alcides Nogueira Pinto nasceu em Botucatu, São Paulo, em 28 de outubro de 1949, filho de família tradicional, sendo o pai médico e também escritor. Tide, como é conhecido, cresceu entre livros e aprendeu a ler e escrever antes mesmo de entrar na escola. Seu sonho era ser diplomata, mas acabou formado em Direito, com pós-graduação em Direito Autoral.
Em 1977, escreveu sua primeira peça, “A Farsa da Noiva Bombardeada”, espetáculo que ficou um mês em cartaz e foi censurado. Em 1981, veio o primeiro sucesso, “Lua de Cetim”, que recebeu 16 prêmios. O sucesso maior nos palcos foi “Feliz Ano Velho”, baseado no livro de Marcelo Rubens Paiva, com apresentações no exterior, inclusive, e 28 prêmios.
Para a TV, Tide começou escrevendo programas educativos e episódios das séries Joana e Caso Verdade. Após colaborar com Walther Negrão na novela Livre para Voar (1984-1985), fez sua estreia como autor solo com De Quina Pra Lua (1985-1986). Continuou colaborando com vários autores em novelas de sucesso, como Direito de Amar (1987), O Salvador da Pátria (1989), Rainha da Sucata (1990) e A Próxima Vítima (1995).
Em 2011, com a parceria de Geraldo Carneiro, reeditou com êxito a novela O Astro, de Janete Clair, que inaugurou um novo horário de novelas na Globo: o das 23 horas.
",Rainha da Sucata,http://teledramaturgia.com.br/rainha-da-sucata/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/alcidesnogueira.jpg
41,Alcides Nogueira,"Alcides Nogueira Pinto nasceu em Botucatu, São Paulo, em 28 de outubro de 1949, filho de família tradicional, sendo o pai médico e também escritor. Tide, como é conhecido, cresceu entre livros e aprendeu a ler e escrever antes mesmo de entrar na escola. Seu sonho era ser diplomata, mas acabou formado em Direito, com pós-graduação em Direito Autoral.
Em 1977, escreveu sua primeira peça, “A Farsa da Noiva Bombardeada”, espetáculo que ficou um mês em cartaz e foi censurado. Em 1981, veio o primeiro sucesso, “Lua de Cetim”, que recebeu 16 prêmios. O sucesso maior nos palcos foi “Feliz Ano Velho”, baseado no livro de Marcelo Rubens Paiva, com apresentações no exterior, inclusive, e 28 prêmios.
Para a TV, Tide começou escrevendo programas educativos e episódios das séries Joana e Caso Verdade. Após colaborar com Walther Negrão na novela Livre para Voar (1984-1985), fez sua estreia como autor solo com De Quina Pra Lua (1985-1986). Continuou colaborando com vários autores em novelas de sucesso, como Direito de Amar (1987), O Salvador da Pátria (1989), Rainha da Sucata (1990) e A Próxima Vítima (1995).
Em 2011, com a parceria de Geraldo Carneiro, reeditou com êxito a novela O Astro, de Janete Clair, que inaugurou um novo horário de novelas na Globo: o das 23 horas.
",Salomé,http://teledramaturgia.com.br/salome/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/alcidesnogueira.jpg
42,Alcides Nogueira,"Alcides Nogueira Pinto nasceu em Botucatu, São Paulo, em 28 de outubro de 1949, filho de família tradicional, sendo o pai médico e também escritor. Tide, como é conhecido, cresceu entre livros e aprendeu a ler e escrever antes mesmo de entrar na escola. Seu sonho era ser diplomata, mas acabou formado em Direito, com pós-graduação em Direito Autoral.
Em 1977, escreveu sua primeira peça, “A Farsa da Noiva Bombardeada”, espetáculo que ficou um mês em cartaz e foi censurado. Em 1981, veio o primeiro sucesso, “Lua de Cetim”, que recebeu 16 prêmios. O sucesso maior nos palcos foi “Feliz Ano Velho”, baseado no livro de Marcelo Rubens Paiva, com apresentações no exterior, inclusive, e 28 prêmios.
Para a TV, Tide começou escrevendo programas educativos e episódios das séries Joana e Caso Verdade. Após colaborar com Walther Negrão na novela Livre para Voar (1984-1985), fez sua estreia como autor solo com De Quina Pra Lua (1985-1986). Continuou colaborando com vários autores em novelas de sucesso, como Direito de Amar (1987), O Salvador da Pátria (1989), Rainha da Sucata (1990) e A Próxima Vítima (1995).
Em 2011, com a parceria de Geraldo Carneiro, reeditou com êxito a novela O Astro, de Janete Clair, que inaugurou um novo horário de novelas na Globo: o das 23 horas.
",Deus nos Acuda,http://teledramaturgia.com.br/deus-nos-acuda/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/alcidesnogueira.jpg
43,Alcides Nogueira,"Alcides Nogueira Pinto nasceu em Botucatu, São Paulo, em 28 de outubro de 1949, filho de família tradicional, sendo o pai médico e também escritor. Tide, como é conhecido, cresceu entre livros e aprendeu a ler e escrever antes mesmo de entrar na escola. Seu sonho era ser diplomata, mas acabou formado em Direito, com pós-graduação em Direito Autoral.
Em 1977, escreveu sua primeira peça, “A Farsa da Noiva Bombardeada”, espetáculo que ficou um mês em cartaz e foi censurado. Em 1981, veio o primeiro sucesso, “Lua de Cetim”, que recebeu 16 prêmios. O sucesso maior nos palcos foi “Feliz Ano Velho”, baseado no livro de Marcelo Rubens Paiva, com apresentações no exterior, inclusive, e 28 prêmios.
Para a TV, Tide começou escrevendo programas educativos e episódios das séries Joana e Caso Verdade. Após colaborar com Walther Negrão na novela Livre para Voar (1984-1985), fez sua estreia como autor solo com De Quina Pra Lua (1985-1986). Continuou colaborando com vários autores em novelas de sucesso, como Direito de Amar (1987), O Salvador da Pátria (1989), Rainha da Sucata (1990) e A Próxima Vítima (1995).
Em 2011, com a parceria de Geraldo Carneiro, reeditou com êxito a novela O Astro, de Janete Clair, que inaugurou um novo horário de novelas na Globo: o das 23 horas.
",Pátria Minha,http://teledramaturgia.com.br/patria-minha/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/alcidesnogueira.jpg
44,Alcides Nogueira,"Alcides Nogueira Pinto nasceu em Botucatu, São Paulo, em 28 de outubro de 1949, filho de família tradicional, sendo o pai médico e também escritor. Tide, como é conhecido, cresceu entre livros e aprendeu a ler e escrever antes mesmo de entrar na escola. Seu sonho era ser diplomata, mas acabou formado em Direito, com pós-graduação em Direito Autoral.
Em 1977, escreveu sua primeira peça, “A Farsa da Noiva Bombardeada”, espetáculo que ficou um mês em cartaz e foi censurado. Em 1981, veio o primeiro sucesso, “Lua de Cetim”, que recebeu 16 prêmios. O sucesso maior nos palcos foi “Feliz Ano Velho”, baseado no livro de Marcelo Rubens Paiva, com apresentações no exterior, inclusive, e 28 prêmios.
Para a TV, Tide começou escrevendo programas educativos e episódios das séries Joana e Caso Verdade. Após colaborar com Walther Negrão na novela Livre para Voar (1984-1985), fez sua estreia como autor solo com De Quina Pra Lua (1985-1986). Continuou colaborando com vários autores em novelas de sucesso, como Direito de Amar (1987), O Salvador da Pátria (1989), Rainha da Sucata (1990) e A Próxima Vítima (1995).
Em 2011, com a parceria de Geraldo Carneiro, reeditou com êxito a novela O Astro, de Janete Clair, que inaugurou um novo horário de novelas na Globo: o das 23 horas.
",A Próxima Vítima,http://teledramaturgia.com.br/a-proxima-vitima/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/alcidesnogueira.jpg
45,Alcides Nogueira,"Alcides Nogueira Pinto nasceu em Botucatu, São Paulo, em 28 de outubro de 1949, filho de família tradicional, sendo o pai médico e também escritor. Tide, como é conhecido, cresceu entre livros e aprendeu a ler e escrever antes mesmo de entrar na escola. Seu sonho era ser diplomata, mas acabou formado em Direito, com pós-graduação em Direito Autoral.
Em 1977, escreveu sua primeira peça, “A Farsa da Noiva Bombardeada”, espetáculo que ficou um mês em cartaz e foi censurado. Em 1981, veio o primeiro sucesso, “Lua de Cetim”, que recebeu 16 prêmios. O sucesso maior nos palcos foi “Feliz Ano Velho”, baseado no livro de Marcelo Rubens Paiva, com apresentações no exterior, inclusive, e 28 prêmios.
Para a TV, Tide começou escrevendo programas educativos e episódios das séries Joana e Caso Verdade. Após colaborar com Walther Negrão na novela Livre para Voar (1984-1985), fez sua estreia como autor solo com De Quina Pra Lua (1985-1986). Continuou colaborando com vários autores em novelas de sucesso, como Direito de Amar (1987), O Salvador da Pátria (1989), Rainha da Sucata (1990) e A Próxima Vítima (1995).
Em 2011, com a parceria de Geraldo Carneiro, reeditou com êxito a novela O Astro, de Janete Clair, que inaugurou um novo horário de novelas na Globo: o das 23 horas.
",O Amor Está no Ar,http://teledramaturgia.com.br/o-amor-esta-no-ar/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/alcidesnogueira.jpg
46,Alcides Nogueira,"Alcides Nogueira Pinto nasceu em Botucatu, São Paulo, em 28 de outubro de 1949, filho de família tradicional, sendo o pai médico e também escritor. Tide, como é conhecido, cresceu entre livros e aprendeu a ler e escrever antes mesmo de entrar na escola. Seu sonho era ser diplomata, mas acabou formado em Direito, com pós-graduação em Direito Autoral.
Em 1977, escreveu sua primeira peça, “A Farsa da Noiva Bombardeada”, espetáculo que ficou um mês em cartaz e foi censurado. Em 1981, veio o primeiro sucesso, “Lua de Cetim”, que recebeu 16 prêmios. O sucesso maior nos palcos foi “Feliz Ano Velho”, baseado no livro de Marcelo Rubens Paiva, com apresentações no exterior, inclusive, e 28 prêmios.
Para a TV, Tide começou escrevendo programas educativos e episódios das séries Joana e Caso Verdade. Após colaborar com Walther Negrão na novela Livre para Voar (1984-1985), fez sua estreia como autor solo com De Quina Pra Lua (1985-1986). Continuou colaborando com vários autores em novelas de sucesso, como Direito de Amar (1987), O Salvador da Pátria (1989), Rainha da Sucata (1990) e A Próxima Vítima (1995).
Em 2011, com a parceria de Geraldo Carneiro, reeditou com êxito a novela O Astro, de Janete Clair, que inaugurou um novo horário de novelas na Globo: o das 23 horas.
",Torre de Babel,http://teledramaturgia.com.br/torre-de-babel/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/alcidesnogueira.jpg
47,Alcides Nogueira,"Alcides Nogueira Pinto nasceu em Botucatu, São Paulo, em 28 de outubro de 1949, filho de família tradicional, sendo o pai médico e também escritor. Tide, como é conhecido, cresceu entre livros e aprendeu a ler e escrever antes mesmo de entrar na escola. Seu sonho era ser diplomata, mas acabou formado em Direito, com pós-graduação em Direito Autoral.
Em 1977, escreveu sua primeira peça, “A Farsa da Noiva Bombardeada”, espetáculo que ficou um mês em cartaz e foi censurado. Em 1981, veio o primeiro sucesso, “Lua de Cetim”, que recebeu 16 prêmios. O sucesso maior nos palcos foi “Feliz Ano Velho”, baseado no livro de Marcelo Rubens Paiva, com apresentações no exterior, inclusive, e 28 prêmios.
Para a TV, Tide começou escrevendo programas educativos e episódios das séries Joana e Caso Verdade. Após colaborar com Walther Negrão na novela Livre para Voar (1984-1985), fez sua estreia como autor solo com De Quina Pra Lua (1985-1986). Continuou colaborando com vários autores em novelas de sucesso, como Direito de Amar (1987), O Salvador da Pátria (1989), Rainha da Sucata (1990) e A Próxima Vítima (1995).
Em 2011, com a parceria de Geraldo Carneiro, reeditou com êxito a novela O Astro, de Janete Clair, que inaugurou um novo horário de novelas na Globo: o das 23 horas.
",Força de um Desejo,http://teledramaturgia.com.br/forca-de-um-desejo/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/alcidesnogueira.jpg
48,Alcides Nogueira,"Alcides Nogueira Pinto nasceu em Botucatu, São Paulo, em 28 de outubro de 1949, filho de família tradicional, sendo o pai médico e também escritor. Tide, como é conhecido, cresceu entre livros e aprendeu a ler e escrever antes mesmo de entrar na escola. Seu sonho era ser diplomata, mas acabou formado em Direito, com pós-graduação em Direito Autoral.
Em 1977, escreveu sua primeira peça, “A Farsa da Noiva Bombardeada”, espetáculo que ficou um mês em cartaz e foi censurado. Em 1981, veio o primeiro sucesso, “Lua de Cetim”, que recebeu 16 prêmios. O sucesso maior nos palcos foi “Feliz Ano Velho”, baseado no livro de Marcelo Rubens Paiva, com apresentações no exterior, inclusive, e 28 prêmios.
Para a TV, Tide começou escrevendo programas educativos e episódios das séries Joana e Caso Verdade. Após colaborar com Walther Negrão na novela Livre para Voar (1984-1985), fez sua estreia como autor solo com De Quina Pra Lua (1985-1986). Continuou colaborando com vários autores em novelas de sucesso, como Direito de Amar (1987), O Salvador da Pátria (1989), Rainha da Sucata (1990) e A Próxima Vítima (1995).
Em 2011, com a parceria de Geraldo Carneiro, reeditou com êxito a novela O Astro, de Janete Clair, que inaugurou um novo horário de novelas na Globo: o das 23 horas.
",As Filhas da Mãe,http://teledramaturgia.com.br/as-filhas-da-mae/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/alcidesnogueira.jpg
49,Alcides Nogueira,"Alcides Nogueira Pinto nasceu em Botucatu, São Paulo, em 28 de outubro de 1949, filho de família tradicional, sendo o pai médico e também escritor. Tide, como é conhecido, cresceu entre livros e aprendeu a ler e escrever antes mesmo de entrar na escola. Seu sonho era ser diplomata, mas acabou formado em Direito, com pós-graduação em Direito Autoral.
Em 1977, escreveu sua primeira peça, “A Farsa da Noiva Bombardeada”, espetáculo que ficou um mês em cartaz e foi censurado. Em 1981, veio o primeiro sucesso, “Lua de Cetim”, que recebeu 16 prêmios. O sucesso maior nos palcos foi “Feliz Ano Velho”, baseado no livro de Marcelo Rubens Paiva, com apresentações no exterior, inclusive, e 28 prêmios.
Para a TV, Tide começou escrevendo programas educativos e episódios das séries Joana e Caso Verdade. Após colaborar com Walther Negrão na novela Livre para Voar (1984-1985), fez sua estreia como autor solo com De Quina Pra Lua (1985-1986). Continuou colaborando com vários autores em novelas de sucesso, como Direito de Amar (1987), O Salvador da Pátria (1989), Rainha da Sucata (1990) e A Próxima Vítima (1995).
Em 2011, com a parceria de Geraldo Carneiro, reeditou com êxito a novela O Astro, de Janete Clair, que inaugurou um novo horário de novelas na Globo: o das 23 horas.
",Um Só Coração,http://teledramaturgia.com.br/um-so-coracao/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/alcidesnogueira.jpg
50,Alcides Nogueira,"Alcides Nogueira Pinto nasceu em Botucatu, São Paulo, em 28 de outubro de 1949, filho de família tradicional, sendo o pai médico e também escritor. Tide, como é conhecido, cresceu entre livros e aprendeu a ler e escrever antes mesmo de entrar na escola. Seu sonho era ser diplomata, mas acabou formado em Direito, com pós-graduação em Direito Autoral.
Em 1977, escreveu sua primeira peça, “A Farsa da Noiva Bombardeada”, espetáculo que ficou um mês em cartaz e foi censurado. Em 1981, veio o primeiro sucesso, “Lua de Cetim”, que recebeu 16 prêmios. O sucesso maior nos palcos foi “Feliz Ano Velho”, baseado no livro de Marcelo Rubens Paiva, com apresentações no exterior, inclusive, e 28 prêmios.
Para a TV, Tide começou escrevendo programas educativos e episódios das séries Joana e Caso Verdade. Após colaborar com Walther Negrão na novela Livre para Voar (1984-1985), fez sua estreia como autor solo com De Quina Pra Lua (1985-1986). Continuou colaborando com vários autores em novelas de sucesso, como Direito de Amar (1987), O Salvador da Pátria (1989), Rainha da Sucata (1990) e A Próxima Vítima (1995).
Em 2011, com a parceria de Geraldo Carneiro, reeditou com êxito a novela O Astro, de Janete Clair, que inaugurou um novo horário de novelas na Globo: o das 23 horas.
",JK,http://teledramaturgia.com.br/jk/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/alcidesnogueira.jpg
51,Alcides Nogueira,"Alcides Nogueira Pinto nasceu em Botucatu, São Paulo, em 28 de outubro de 1949, filho de família tradicional, sendo o pai médico e também escritor. Tide, como é conhecido, cresceu entre livros e aprendeu a ler e escrever antes mesmo de entrar na escola. Seu sonho era ser diplomata, mas acabou formado em Direito, com pós-graduação em Direito Autoral.
Em 1977, escreveu sua primeira peça, “A Farsa da Noiva Bombardeada”, espetáculo que ficou um mês em cartaz e foi censurado. Em 1981, veio o primeiro sucesso, “Lua de Cetim”, que recebeu 16 prêmios. O sucesso maior nos palcos foi “Feliz Ano Velho”, baseado no livro de Marcelo Rubens Paiva, com apresentações no exterior, inclusive, e 28 prêmios.
Para a TV, Tide começou escrevendo programas educativos e episódios das séries Joana e Caso Verdade. Após colaborar com Walther Negrão na novela Livre para Voar (1984-1985), fez sua estreia como autor solo com De Quina Pra Lua (1985-1986). Continuou colaborando com vários autores em novelas de sucesso, como Direito de Amar (1987), O Salvador da Pátria (1989), Rainha da Sucata (1990) e A Próxima Vítima (1995).
Em 2011, com a parceria de Geraldo Carneiro, reeditou com êxito a novela O Astro, de Janete Clair, que inaugurou um novo horário de novelas na Globo: o das 23 horas.
",Ciranda de Pedra (2008),http://teledramaturgia.com.br/ciranda-de-pedra-2008/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/alcidesnogueira.jpg
52,Alcides Nogueira,"Alcides Nogueira Pinto nasceu em Botucatu, São Paulo, em 28 de outubro de 1949, filho de família tradicional, sendo o pai médico e também escritor. Tide, como é conhecido, cresceu entre livros e aprendeu a ler e escrever antes mesmo de entrar na escola. Seu sonho era ser diplomata, mas acabou formado em Direito, com pós-graduação em Direito Autoral.
Em 1977, escreveu sua primeira peça, “A Farsa da Noiva Bombardeada”, espetáculo que ficou um mês em cartaz e foi censurado. Em 1981, veio o primeiro sucesso, “Lua de Cetim”, que recebeu 16 prêmios. O sucesso maior nos palcos foi “Feliz Ano Velho”, baseado no livro de Marcelo Rubens Paiva, com apresentações no exterior, inclusive, e 28 prêmios.
Para a TV, Tide começou escrevendo programas educativos e episódios das séries Joana e Caso Verdade. Após colaborar com Walther Negrão na novela Livre para Voar (1984-1985), fez sua estreia como autor solo com De Quina Pra Lua (1985-1986). Continuou colaborando com vários autores em novelas de sucesso, como Direito de Amar (1987), O Salvador da Pátria (1989), Rainha da Sucata (1990) e A Próxima Vítima (1995).
Em 2011, com a parceria de Geraldo Carneiro, reeditou com êxito a novela O Astro, de Janete Clair, que inaugurou um novo horário de novelas na Globo: o das 23 horas.
",O Astro (2011),http://teledramaturgia.com.br/o-astro-2011/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/alcidesnogueira.jpg
53,Alcides Nogueira,"Alcides Nogueira Pinto nasceu em Botucatu, São Paulo, em 28 de outubro de 1949, filho de família tradicional, sendo o pai médico e também escritor. Tide, como é conhecido, cresceu entre livros e aprendeu a ler e escrever antes mesmo de entrar na escola. Seu sonho era ser diplomata, mas acabou formado em Direito, com pós-graduação em Direito Autoral.
Em 1977, escreveu sua primeira peça, “A Farsa da Noiva Bombardeada”, espetáculo que ficou um mês em cartaz e foi censurado. Em 1981, veio o primeiro sucesso, “Lua de Cetim”, que recebeu 16 prêmios. O sucesso maior nos palcos foi “Feliz Ano Velho”, baseado no livro de Marcelo Rubens Paiva, com apresentações no exterior, inclusive, e 28 prêmios.
Para a TV, Tide começou escrevendo programas educativos e episódios das séries Joana e Caso Verdade. Após colaborar com Walther Negrão na novela Livre para Voar (1984-1985), fez sua estreia como autor solo com De Quina Pra Lua (1985-1986). Continuou colaborando com vários autores em novelas de sucesso, como Direito de Amar (1987), O Salvador da Pátria (1989), Rainha da Sucata (1990) e A Próxima Vítima (1995).
Em 2011, com a parceria de Geraldo Carneiro, reeditou com êxito a novela O Astro, de Janete Clair, que inaugurou um novo horário de novelas na Globo: o das 23 horas.
",I Love Paraisópolis,http://teledramaturgia.com.br/i-love-paraisopolis/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/alcidesnogueira.jpg
54,Alcides Nogueira,"Alcides Nogueira Pinto nasceu em Botucatu, São Paulo, em 28 de outubro de 1949, filho de família tradicional, sendo o pai médico e também escritor. Tide, como é conhecido, cresceu entre livros e aprendeu a ler e escrever antes mesmo de entrar na escola. Seu sonho era ser diplomata, mas acabou formado em Direito, com pós-graduação em Direito Autoral.
Em 1977, escreveu sua primeira peça, “A Farsa da Noiva Bombardeada”, espetáculo que ficou um mês em cartaz e foi censurado. Em 1981, veio o primeiro sucesso, “Lua de Cetim”, que recebeu 16 prêmios. O sucesso maior nos palcos foi “Feliz Ano Velho”, baseado no livro de Marcelo Rubens Paiva, com apresentações no exterior, inclusive, e 28 prêmios.
Para a TV, Tide começou escrevendo programas educativos e episódios das séries Joana e Caso Verdade. Após colaborar com Walther Negrão na novela Livre para Voar (1984-1985), fez sua estreia como autor solo com De Quina Pra Lua (1985-1986). Continuou colaborando com vários autores em novelas de sucesso, como Direito de Amar (1987), O Salvador da Pátria (1989), Rainha da Sucata (1990) e A Próxima Vítima (1995).
Em 2011, com a parceria de Geraldo Carneiro, reeditou com êxito a novela O Astro, de Janete Clair, que inaugurou um novo horário de novelas na Globo: o das 23 horas.
",Tempo de Amar,http://teledramaturgia.com.br/tempo-de-amar/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/03/alcidesnogueira.jpg
55,Ana Maria Moretzsohn,"Ana Maria Coelho Moretzsohn nasceu no Rio de Janeiro em 7 de novembro de 1947. Formada em Jornalismo, ingressou na TV Globo por meio da Casa de Criação Janete Clair. Em 1985, roteirizou um Caso Verdade. No ano seguinte, fez um episódio para o Teletema e, depois, vieram uma minissérie e várias novelas, das quais, três em parceria com Aguinaldo Silva e Ricardo Linhares – Tieta (1989-1990), Pedra Sobre Pedra (1992) e Fera Ferida (1993-1994).
Entre 1990 e 1991, escreveu a minissérie Riacho Doce, com Aguinaldo Silva, e a novela Lua Cheia de Amor, com Ricardo Linhares e Maria Carmem Barbosa. Em 1995, implantou, com Ricardo e Charles Peixoto, a soap-opera juvenil Malhação. A partir de Perdidos de Amor, apresentada pela Band, passou a ser autora titular. Teve ainda uma passagem pela Record, nos anos 2000, e, depois, regressou à Globo, para escrever ao lado da filha Patrícia Moretzsohn, também novelista. É ainda mãe do ator Guga Coelho.
",Caso Verdade,http://teledramaturgia.com.br/caso-verdade/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/04/anamariamoretzsohn_foto.jpg
56,Ana Maria Moretzsohn,"Ana Maria Coelho Moretzsohn nasceu no Rio de Janeiro em 7 de novembro de 1947. Formada em Jornalismo, ingressou na TV Globo por meio da Casa de Criação Janete Clair. Em 1985, roteirizou um Caso Verdade. No ano seguinte, fez um episódio para o Teletema e, depois, vieram uma minissérie e várias novelas, das quais, três em parceria com Aguinaldo Silva e Ricardo Linhares – Tieta (1989-1990), Pedra Sobre Pedra (1992) e Fera Ferida (1993-1994).
Entre 1990 e 1991, escreveu a minissérie Riacho Doce, com Aguinaldo Silva, e a novela Lua Cheia de Amor, com Ricardo Linhares e Maria Carmem Barbosa. Em 1995, implantou, com Ricardo e Charles Peixoto, a soap-opera juvenil Malhação. A partir de Perdidos de Amor, apresentada pela Band, passou a ser autora titular. Teve ainda uma passagem pela Record, nos anos 2000, e, depois, regressou à Globo, para escrever ao lado da filha Patrícia Moretzsohn, também novelista. É ainda mãe do ator Guga Coelho.
",Teletema,http://teledramaturgia.com.br/tele-tema/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/04/anamariamoretzsohn_foto.jpg
57,Ana Maria Moretzsohn,"Ana Maria Coelho Moretzsohn nasceu no Rio de Janeiro em 7 de novembro de 1947. Formada em Jornalismo, ingressou na TV Globo por meio da Casa de Criação Janete Clair. Em 1985, roteirizou um Caso Verdade. No ano seguinte, fez um episódio para o Teletema e, depois, vieram uma minissérie e várias novelas, das quais, três em parceria com Aguinaldo Silva e Ricardo Linhares – Tieta (1989-1990), Pedra Sobre Pedra (1992) e Fera Ferida (1993-1994).
Entre 1990 e 1991, escreveu a minissérie Riacho Doce, com Aguinaldo Silva, e a novela Lua Cheia de Amor, com Ricardo Linhares e Maria Carmem Barbosa. Em 1995, implantou, com Ricardo e Charles Peixoto, a soap-opera juvenil Malhação. A partir de Perdidos de Amor, apresentada pela Band, passou a ser autora titular. Teve ainda uma passagem pela Record, nos anos 2000, e, depois, regressou à Globo, para escrever ao lado da filha Patrícia Moretzsohn, também novelista. É ainda mãe do ator Guga Coelho.
",Direito de Amar,http://teledramaturgia.com.br/direito-de-amar/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/04/anamariamoretzsohn_foto.jpg
58,Ana Maria Moretzsohn,"Ana Maria Coelho Moretzsohn nasceu no Rio de Janeiro em 7 de novembro de 1947. Formada em Jornalismo, ingressou na TV Globo por meio da Casa de Criação Janete Clair. Em 1985, roteirizou um Caso Verdade. No ano seguinte, fez um episódio para o Teletema e, depois, vieram uma minissérie e várias novelas, das quais, três em parceria com Aguinaldo Silva e Ricardo Linhares – Tieta (1989-1990), Pedra Sobre Pedra (1992) e Fera Ferida (1993-1994).
Entre 1990 e 1991, escreveu a minissérie Riacho Doce, com Aguinaldo Silva, e a novela Lua Cheia de Amor, com Ricardo Linhares e Maria Carmem Barbosa. Em 1995, implantou, com Ricardo e Charles Peixoto, a soap-opera juvenil Malhação. A partir de Perdidos de Amor, apresentada pela Band, passou a ser autora titular. Teve ainda uma passagem pela Record, nos anos 2000, e, depois, regressou à Globo, para escrever ao lado da filha Patrícia Moretzsohn, também novelista. É ainda mãe do ator Guga Coelho.
",Bambolê,http://teledramaturgia.com.br/bambole/,http://www.teledramaturgia.com.br/wp-content/uploads/2015/04/anamariamoretzsohn_foto.jpg
